# | FILE                           | hit counts | ZScore sum. | Hit score (decimal) | Hit score (binary)
6039 | Int325_9_B10790001_MSE.dat | 4 | -5.086 | 1048740 | 100000000000010100100
6040 | Int325_9_B10800001_MSE.dat | 4 | -4.648 | 1048740 | 100000000000010100100
6041 | Int325_9_B10810001_MSE.dat | 3 | -3.404 | 164 | 10100100
6042 | Int325_9_B10820001_MSE.dat | 5 | -6.460 | 1050788 | 100000000100010100100
6043 | Int325_9_B10830001_MSE.dat | 4 | -5.648 | 2212 | 100010100100
6044 | Int325_9_B10840001_MSE.dat | 4 | -4.764 | 2212 | 100010100100
6045 | Int325_9_B10850001_MSE.dat | 4 | -5.507 | 2212 | 100010100100
6046 | Int325_9_B10860001_MSE.dat | 4 | -5.281 | 2212 | 100010100100
6047 | Int325_9_B10870001_MSE.dat | 7 | -8.243 | 1575140 | 110000000100011100100
6048 | Int325_9_B10880001_MSE.dat | 5 | -6.103 | 526532 | 10000000100011000100
6049 | Int325_9_B10890001_MSE.dat | 4 | -5.002 | 526468 | 10000000100010000100
6050 | Int325_9_B10900001_MSE.dat | 3 | -3.503 | 524420 | 10000000000010000100
6051 | Int325_9_B10910001_MSE.dat | 5 | -5.720 | 657540 | 10100000100010000100
6052 | Int325_9_B10920001_MSE.dat | 3 | -3.813 | 526464 | 10000000100010000000
6053 | Int325_9_B10930001_MSE.dat | 3 | -3.758 | 526464 | 10000000100010000000
6054 | Int325_9_B10940001_MSE.dat | 3 | -3.434 | 526464 | 10000000100010000000
6055 | Int325_9_B10950001_MSE.dat | 3 | -3.107 | 526464 | 10000000100010000000
6056 | Int325_9_B10960001_MSE.dat | 5 | -4.919 | 657544 | 10100000100010001000
6057 | Int325_9_B10970001_MSE.dat | 4 | -3.844 | 2200 | 100010011000
6058 | Int325_9_B10980001_MSE.dat | 4 | -3.855 | 526472 | 10000000100010001000
6059 | Int325_9_B10990001_MSE.dat | 4 | -3.915 | 526472 | 10000000100010001000
6060 | Int325_9_B11000001_MSE.dat | 5 | -4.821 | 534664 | 10000010100010001000
6061 | Int325_9_B99990001_MSE.dat | 5 | -4.821 | 534664 | 10000010100010001000
6062 | Int350_0_B10010001_MSE.dat | 8 | -8.924 | 3674501 | 1110000001000110000101
6063 | Int350_0_B10020001_MSE.dat | 6 | -7.069 | 1053061 | 100000001000110000101
6064 | Int350_0_B10030001_MSE.dat | 6 | -6.331 | 1052941 | 100000001000100001101
6065 | Int350_0_B10040001_MSE.dat | 7 | -6.889 | 1053069 | 100000001000110001101
6066 | Int350_0_B10050001_MSE.dat | 9 | -8.836 | 3412365 | 1101000001000110001101
6067 | Int350_0_B10060001_MSE.dat | 7 | -6.726 | 3408037 | 1101000000000010100101
6068 | Int350_0_B10070001_MSE.dat | 8 | -8.065 | 3408549 | 1101000000001010100101
6069 | Int350_0_B10080001_MSE.dat | 7 | -7.178 | 1319461 | 101000010001000100101
6070 | Int350_0_B10090001_MSE.dat | 5 | -5.089 | 1311268 | 101000000001000100100
6071 | Int350_0_B10100001_MSE.dat | 5 | -5.134 | 790564 | 11000001000000100100
6072 | Int350_0_B10110001_MSE.dat | 7 | -6.696 | 789029 | 11000000101000100101
6073 | Int350_0_B10120001_MSE.dat | 6 | -5.791 | 791076 | 11000001001000100100
6074 | Int350_0_B10130001_MSE.dat | 5 | -4.856 | 790564 | 11000001000000100100
6075 | Int350_0_B10140001_MSE.dat | 5 | -4.603 | 1314852 | 101000001000000100100
6076 | Int350_0_B10150001_MSE.dat | 5 | -5.049 | 266277 | 1000001000000100101
6077 | Int350_0_B10160001_MSE.dat | 6 | -5.845 | 266285 | 1000001000000101101
6078 | Int350_0_B10170001_MSE.dat | 5 | -4.936 | 266277 | 1000001000000100101
6079 | Int350_0_B10180001_MSE.dat | 4 | -3.851 | 266273 | 1000001000000100001
6080 | Int350_0_B10190001_MSE.dat | 4 | -3.961 | 266273 | 1000001000000100001
6081 | Int350_0_B10200001_MSE.dat | 2 | -1.769 | 4097 | 1000000000001
6082 | Int350_0_B10210001_MSE.dat | 1 | -1.035 | 4096 | 1000000000000
6083 | Int350_0_B10220001_MSE.dat | 1 | -0.898 | 1048576 | 100000000000000000000
6084 | Int350_0_B10230001_MSE.dat | 1 | -0.874 | 1048576 | 100000000000000000000
6085 | Int350_0_B10240001_MSE.dat | 2 | -2.160 | 1050624 | 100000000100000000000
6086 | Int350_0_B10250001_MSE.dat | 2 | -2.383 | 1050624 | 100000000100000000000
6087 | Int350_0_B10260001_MSE.dat | 0 | 0.000 | 0 | 0
6088 | Int350_0_B10270001_MSE.dat | 2 | -1.815 | 1048832 | 100000000000100000000
6089 | Int350_0_B10280001_MSE.dat | 1 | -0.890 | 2048 | 100000000000
6090 | Int350_0_B10290001_MSE.dat | 0 | 0.000 | 0 | 0
6091 | Int350_0_B10300001_MSE.dat | 1 | -1.218 | 65536 | 10000000000000000
6092 | Int350_0_B10310001_MSE.dat | 1 | -1.341 | 2048 | 100000000000
6093 | Int350_0_B10320001_MSE.dat | 2 | -2.323 | 67584 | 10000100000000000
6094 | Int350_0_B10330001_MSE.dat | 1 | -1.207 | 2048 | 100000000000
6095 | Int350_0_B10340001_MSE.dat | 1 | -1.283 | 2048 | 100000000000
6096 | Int350_0_B10350001_MSE.dat | 1 | -1.311 | 2048 | 100000000000
6097 | Int350_0_B10360001_MSE.dat | 1 | -1.324 | 2048 | 100000000000
6098 | Int350_0_B10370001_MSE.dat | 1 | -1.400 | 2048 | 100000000000
6099 | Int350_0_B10380001_MSE.dat | 1 | -1.557 | 2048 | 100000000000
6100 | Int350_0_B10390001_MSE.dat | 1 | -1.467 | 2048 | 100000000000
6101 | Int350_0_B10400001_MSE.dat | 0 | 0.000 | 0 | 0
6102 | Int350_0_B10410001_MSE.dat | 0 | 0.000 | 0 | 0
6103 | Int350_0_B10420001_MSE.dat | 1 | -1.276 | 2048 | 100000000000
6104 | Int350_0_B10430001_MSE.dat | 2 | -2.384 | 2560 | 101000000000
6105 | Int350_0_B10440001_MSE.dat | 1 | -0.875 | 256 | 100000000
6106 | Int350_0_B10450001_MSE.dat | 1 | -1.719 | 2048 | 100000000000
6107 | Int350_0_B10460001_MSE.dat | 2 | -1.908 | 2304 | 100100000000
6108 | Int350_0_B10470001_MSE.dat | 1 | -1.528 | 2048 | 100000000000
6109 | Int350_0_B10480001_MSE.dat | 1 | -1.498 | 2048 | 100000000000
6110 | Int350_0_B10490001_MSE.dat | 1 | -1.759 | 2048 | 100000000000
6111 | Int350_0_B10500001_MSE.dat | 2 | -2.784 | 2304 | 100100000000
6112 | Int350_0_B10510001_MSE.dat | 4 | -4.927 | 35584 | 1000101100000000
6113 | Int350_0_B10520001_MSE.dat | 3 | -3.023 | 35072 | 1000100100000000
6114 | Int350_0_B10530001_MSE.dat | 3 | -3.019 | 35072 | 1000100100000000
6115 | Int350_0_B10540001_MSE.dat | 4 | -4.016 | 35584 | 1000101100000000
6116 | Int350_0_B10550001_MSE.dat | 3 | -2.905 | 33536 | 1000001100000000
6117 | Int350_0_B10560001_MSE.dat | 2 | -1.942 | 33024 | 1000000100000000
6118 | Int350_0_B10570001_MSE.dat | 4 | -4.345 | 35584 | 1000101100000000
6119 | Int350_0_B10580001_MSE.dat | 2 | -1.895 | 33024 | 1000000100000000
6120 | Int350_0_B10590001_MSE.dat | 2 | -3.019 | 34816 | 1000100000000000
6121 | Int350_0_B10600001_MSE.dat | 2 | -2.944 | 2056 | 100000001000
6122 | Int350_0_B10610001_MSE.dat | 2 | -2.928 | 2056 | 100000001000
6123 | Int350_0_B10620001_MSE.dat | 1 | -0.950 | 8 | 1000
6124 | Int350_0_B10630001_MSE.dat | 0 | 0.000 | 0 | 0
6125 | Int350_0_B10640001_MSE.dat | 2 | -2.642 | 2056 | 100000001000
6126 | Int350_0_B10650001_MSE.dat | 2 | -2.872 | 2056 | 100000001000
6127 | Int350_0_B10660001_MSE.dat | 2 | -2.702 | 2056 | 100000001000
6128 | Int350_0_B10670001_MSE.dat | 3 | -3.562 | 264200 | 1000000100000001000
6129 | Int350_0_B10680001_MSE.dat | 3 | -3.701 | 264200 | 1000000100000001000
6130 | Int350_0_B10690001_MSE.dat | 3 | -3.659 | 264200 | 1000000100000001000
6131 | Int350_0_B10700001_MSE.dat | 4 | -4.292 | 329736 | 1010000100000001000
6132 | Int350_0_B10710001_MSE.dat | 4 | -4.500 | 264712 | 1000000101000001000
6133 | Int350_0_B10720001_MSE.dat | 4 | -4.102 | 264712 | 1000000101000001000
6134 | Int350_0_B10730001_MSE.dat | 5 | -5.299 | 264728 | 1000000101000011000
6135 | Int350_0_B10740001_MSE.dat | 4 | -4.698 | 264216 | 1000000100000011000
6136 | Int350_0_B10750001_MSE.dat | 4 | -4.729 | 264216 | 1000000100000011000
6137 | Int350_0_B10760001_MSE.dat | 3 | -3.912 | 264200 | 1000000100000001000
6138 | Int350_0_B10770001_MSE.dat | 3 | -3.847 | 264200 | 1000000100000001000
6139 | Int350_0_B10780001_MSE.dat | 4 | -4.708 | 264712 | 1000000101000001000
6140 | Int350_0_B10790001_MSE.dat | 4 | -4.481 | 264712 | 1000000101000001000
6141 | Int350_0_B10800001_MSE.dat | 4 | -4.481 | 788488 | 11000000100000001000
6142 | Int350_0_B10810001_MSE.dat | 4 | -4.235 | 1837056 | 111000000100000000000
6143 | Int350_0_B10820001_MSE.dat | 5 | -5.194 | 1837568 | 111000000101000000000
6144 | Int350_0_B10830001_MSE.dat | 3 | -3.396 | 264704 | 1000000101000000000
6145 | Int350_0_B10840001_MSE.dat | 4 | -4.446 | 1313280 | 101000000101000000000
6146 | Int350_0_B10850001_MSE.dat | 5 | -5.547 | 1313032 | 101000000100100001000
6147 | Int350_0_B10860001_MSE.dat | 4 | -4.780 | 1313024 | 101000000100100000000
6148 | Int350_0_B10870001_MSE.dat | 5 | -6.149 | 1313088 | 101000000100101000000
6149 | Int350_0_B10880001_MSE.dat | 3 | -3.142 | 1310784 | 101000000000001000000
6150 | Int350_0_B10890001_MSE.dat | 3 | -2.960 | 1310784 | 101000000000001000000
6151 | Int350_0_B10900001_MSE.dat | 2 | -2.026 | 1310720 | 101000000000000000000
6152 | Int350_0_B10910001_MSE.dat | 3 | -2.774 | 1310848 | 101000000000010000000
6153 | Int350_0_B10920001_MSE.dat | 3 | -2.877 | 1310848 | 101000000000010000000
6154 | Int350_0_B10930001_MSE.dat | 2 | -2.285 | 264192 | 1000000100000000000
6155 | Int350_0_B10940001_MSE.dat | 4 | -3.709 | 1314944 | 101000001000010000000
6156 | Int350_0_B10950001_MSE.dat | 3 | -2.744 | 1314816 | 101000001000000000000
6157 | Int350_0_B10960001_MSE.dat | 3 | -2.688 | 266368 | 1000001000010000000
6158 | Int350_0_B10970001_MSE.dat | 4 | -3.646 | 266376 | 1000001000010001000
6159 | Int350_0_B10980001_MSE.dat | 0 | 0.000 | 0 | 0
6160 | Int350_0_B10990001_MSE.dat | 0 | 0.000 | 0 | 0
6161 | Int350_0_B11000001_MSE.dat | 1 | -1.821 | 2048 | 100000000000
6162 | Int350_0_B99990001_MSE.dat | 1 | -1.821 | 2048 | 100000000000
6163 | Int350_1_B10010001_MSE.dat | 2 | -2.232 | 260 | 100000100
6164 | Int350_1_B10020001_MSE.dat | 2 | -2.388 | 260 | 100000100
6165 | Int350_1_B10030001_MSE.dat | 1 | -1.290 | 256 | 100000000
6166 | Int350_1_B10040001_MSE.dat | 2 | -2.122 | 1280 | 10100000000
6167 | Int350_1_B10050001_MSE.dat | 3 | -2.970 | 65824 | 10000000100100000
6168 | Int350_1_B10060001_MSE.dat | 4 | -3.967 | 66820 | 10000010100000100
6169 | Int350_1_B10070001_MSE.dat | 4 | -4.038 | 66596 | 10000010000100100
6170 | Int350_1_B10080001_MSE.dat | 3 | -3.347 | 1060 | 10000100100
6171 | Int350_1_B10090001_MSE.dat | 2 | -1.962 | 1028 | 10000000100
6172 | Int350_1_B10100001_MSE.dat | 1 | -0.923 | 1024 | 10000000000
6173 | Int350_1_B10110001_MSE.dat | 4 | -3.671 | 140292 | 100010010000000100
6174 | Int350_1_B10120001_MSE.dat | 3 | -3.095 | 136192 | 100001010000000000
6175 | Int350_1_B10130001_MSE.dat | 5 | -5.546 | 144512 | 100011010010000000
6176 | Int350_1_B10140001_MSE.dat | 6 | -6.493 | 144516 | 100011010010000100
6177 | Int350_1_B10150001_MSE.dat | 3 | -2.877 | 13312 | 11010000000000
6178 | Int350_1_B10160001_MSE.dat | 3 | -2.922 | 13312 | 11010000000000
6179 | Int350_1_B10170001_MSE.dat | 2 | -2.080 | 5120 | 1010000000000
6180 | Int350_1_B10180001_MSE.dat | 3 | -2.918 | 13312 | 11010000000000
6181 | Int350_1_B10190001_MSE.dat | 4 | -3.717 | 275456 | 1000011010000000000
6182 | Int350_1_B10200001_MSE.dat | 3 | -2.926 | 13312 | 11010000000000
6183 | Int350_1_B10210001_MSE.dat | 3 | -3.077 | 13312 | 11010000000000
6184 | Int350_1_B10220001_MSE.dat | 2 | -2.089 | 5120 | 1010000000000
6185 | Int350_1_B10230001_MSE.dat | 4 | -4.067 | 201728 | 110001010000000000
6186 | Int350_1_B10240001_MSE.dat | 3 | -3.230 | 70656 | 10001010000000000
6187 | Int350_1_B10250001_MSE.dat | 2 | -2.230 | 5120 | 1010000000000
6188 | Int350_1_B10260001_MSE.dat | 3 | -3.382 | 70656 | 10001010000000000
6189 | Int350_1_B10270001_MSE.dat | 4 | -4.203 | 78848 | 10011010000000000
6190 | Int350_1_B10280001_MSE.dat | 4 | -3.930 | 78848 | 10011010000000000
6191 | Int350_1_B10290001_MSE.dat | 4 | -3.752 | 144384 | 100011010000000000
6192 | Int350_1_B10300001_MSE.dat | 3 | -2.692 | 135424 | 100001000100000000
6193 | Int350_1_B10310001_MSE.dat | 0 | 0.000 | 0 | 0
6194 | Int350_1_B10320001_MSE.dat | 2 | -1.788 | 4352 | 1000100000000
6195 | Int350_1_B10330001_MSE.dat | 2 | -1.999 | 5120 | 1010000000000
6196 | Int350_1_B10340001_MSE.dat | 1 | -0.859 | 1048576 | 100000000000000000000
6197 | Int350_1_B10350001_MSE.dat | 1 | -0.985 | 131072 | 100000000000000000
6198 | Int350_1_B10360001_MSE.dat | 0 | 0.000 | 0 | 0
6199 | Int350_1_B10370001_MSE.dat | 0 | 0.000 | 0 | 0
6200 | Int350_1_B10380001_MSE.dat | 2 | -1.891 | 4100 | 1000000000100
6201 | Int350_1_B10390001_MSE.dat | 3 | -2.837 | 69636 | 10001000000000100
6202 | Int350_1_B10400001_MSE.dat | 4 | -3.764 | 1118212 | 100010001000000000100
6203 | Int350_1_B10410001_MSE.dat | 3 | -2.697 | 1118208 | 100010001000000000000
6204 | Int350_1_B10420001_MSE.dat | 3 | -2.942 | 1118208 | 100010001000000000000
6205 | Int350_1_B10430001_MSE.dat | 3 | -3.196 | 1118208 | 100010001000000000000
6206 | Int350_1_B10440001_MSE.dat | 3 | -3.161 | 1118208 | 100010001000000000000
6207 | Int350_1_B10450001_MSE.dat | 5 | -5.053 | 1152000 | 100011001010000000000
6208 | Int350_1_B10460001_MSE.dat | 4 | -4.442 | 1119232 | 100010001010000000000
6209 | Int350_1_B10470001_MSE.dat | 3 | -3.640 | 1118208 | 100010001000000000000
6210 | Int350_1_B10480001_MSE.dat | 3 | -3.601 | 1118208 | 100010001000000000000
6211 | Int350_1_B10490001_MSE.dat | 3 | -3.808 | 1118208 | 100010001000000000000
6212 | Int350_1_B10500001_MSE.dat | 3 | -4.150 | 1118208 | 100010001000000000000
6213 | Int350_1_B10510001_MSE.dat | 3 | -4.236 | 1118208 | 100010001000000000000
6214 | Int350_1_B10520001_MSE.dat | 3 | -4.152 | 1118208 | 100010001000000000000
6215 | Int350_1_B10530001_MSE.dat | 3 | -3.970 | 1118208 | 100010001000000000000
6216 | Int350_1_B10540001_MSE.dat | 3 | -4.199 | 1118208 | 100010001000000000000
6217 | Int350_1_B10550001_MSE.dat | 3 | -4.255 | 1118208 | 100010001000000000000
6218 | Int350_1_B10560001_MSE.dat | 3 | -4.192 | 1118208 | 100010001000000000000
6219 | Int350_1_B10570001_MSE.dat | 3 | -4.199 | 1118208 | 100010001000000000000
6220 | Int350_1_B10580001_MSE.dat | 3 | -3.941 | 1118208 | 100010001000000000000
6221 | Int350_1_B10590001_MSE.dat | 3 | -3.624 | 1118208 | 100010001000000000000
6222 | Int350_1_B10600001_MSE.dat | 5 | -5.326 | 1119744 | 100010001011000000000
6223 | Int350_1_B10610001_MSE.dat | 4 | -4.348 | 1119232 | 100010001010000000000
6224 | Int350_1_B10620001_MSE.dat | 3 | -3.396 | 1118208 | 100010001000000000000
6225 | Int350_1_B10630001_MSE.dat | 4 | -4.329 | 1118720 | 100010001001000000000
6226 | Int350_1_B10640001_MSE.dat | 4 | -4.444 | 1118720 | 100010001001000000000
6227 | Int350_1_B10650001_MSE.dat | 4 | -4.448 | 1118720 | 100010001001000000000
6228 | Int350_1_B10660001_MSE.dat | 4 | -4.539 | 1118720 | 100010001001000000000
6229 | Int350_1_B10670001_MSE.dat | 4 | -4.525 | 1118720 | 100010001001000000000
6230 | Int350_1_B10680001_MSE.dat | 4 | -4.620 | 1118720 | 100010001001000000000
6231 | Int350_1_B10690001_MSE.dat | 5 | -5.332 | 1151488 | 100011001001000000000
6232 | Int350_1_B10700001_MSE.dat | 5 | -5.174 | 1151488 | 100011001001000000000
6233 | Int350_1_B10710001_MSE.dat | 5 | -5.399 | 1151488 | 100011001001000000000
6234 | Int350_1_B10720001_MSE.dat | 5 | -5.163 | 1151488 | 100011001001000000000
6235 | Int350_1_B10730001_MSE.dat | 5 | -5.043 | 1151488 | 100011001001000000000
6236 | Int350_1_B10740001_MSE.dat | 4 | -3.942 | 1085952 | 100001001001000000000
6237 | Int350_1_B10750001_MSE.dat | 4 | -4.183 | 1085952 | 100001001001000000000
6238 | Int350_1_B10760001_MSE.dat | 3 | -3.077 | 1081856 | 100001000001000000000
6239 | Int350_1_B10770001_MSE.dat | 2 | -2.076 | 33280 | 1000001000000000
6240 | Int350_1_B10780001_MSE.dat | 2 | -2.058 | 33280 | 1000001000000000
6241 | Int350_1_B10790001_MSE.dat | 2 | -2.090 | 33280 | 1000001000000000
6242 | Int350_1_B10800001_MSE.dat | 2 | -1.946 | 33280 | 1000001000000000
6243 | Int350_1_B10810001_MSE.dat | 1 | -0.943 | 32768 | 1000000000000000
6244 | Int350_1_B10820001_MSE.dat | 1 | -0.888 | 32768 | 1000000000000000
6245 | Int350_1_B10830001_MSE.dat | 1 | -0.844 | 512 | 1000000000
6246 | Int350_1_B10840001_MSE.dat | 1 | -0.993 | 512 | 1000000000
6247 | Int350_1_B10850001_MSE.dat | 2 | -1.757 | 33280 | 1000001000000000
6248 | Int350_1_B10860001_MSE.dat | 1 | -0.845 | 512 | 1000000000
6249 | Int350_1_B10870001_MSE.dat | 1 | -0.876 | 512 | 1000000000
6250 | Int350_1_B10880001_MSE.dat | 1 | -0.878 | 512 | 1000000000
6251 | Int350_1_B10890001_MSE.dat | 1 | -0.876 | 512 | 1000000000
6252 | Int350_1_B10900001_MSE.dat | 0 | 0.000 | 0 | 0
6253 | Int350_1_B10910001_MSE.dat | 1 | -0.864 | 512 | 1000000000
6254 | Int350_1_B10920001_MSE.dat | 1 | -0.868 | 512 | 1000000000
6255 | Int350_1_B10930001_MSE.dat | 1 | -0.956 | 512 | 1000000000
6256 | Int350_1_B10940001_MSE.dat | 1 | -0.922 | 512 | 1000000000
6257 | Int350_1_B10950001_MSE.dat | 0 | 0.000 | 0 | 0
6258 | Int350_1_B10960001_MSE.dat | 2 | -1.800 | 33280 | 1000001000000000
6259 | Int350_1_B10970001_MSE.dat | 2 | -1.778 | 1049088 | 100000000001000000000
6260 | Int350_1_B10980001_MSE.dat | 2 | -1.875 | 33280 | 1000001000000000
6261 | Int350_1_B10990001_MSE.dat | 0 | 0.000 | 0 | 0
6262 | Int350_1_B11000001_MSE.dat | 0 | 0.000 | 0 | 0
6263 | Int350_1_B99990001_MSE.dat | 0 | 0.000 | 0 | 0
6264 | Int350_2_B10010001_MSE.dat | 6 | -6.507 | 2627841 | 1010000001100100000001
6265 | Int350_2_B10020001_MSE.dat | 4 | -4.088 | 2625537 | 1010000001000000000001
6266 | Int350_2_B10030001_MSE.dat | 6 | -7.225 | 2627593 | 1010000001100000001001
6267 | Int350_2_B10040001_MSE.dat | 5 | -6.017 | 2627592 | 1010000001100000001000
6268 | Int350_2_B10050001_MSE.dat | 5 | -5.483 | 2885640 | 1011000000100000001000
6269 | Int350_2_B10060001_MSE.dat | 4 | -4.434 | 2883592 | 1011000000000000001000
6270 | Int350_2_B10070001_MSE.dat | 4 | -4.690 | 2625544 | 1010000001000000001000
6271 | Int350_2_B10080001_MSE.dat | 4 | -4.596 | 2625544 | 1010000001000000001000
6272 | Int350_2_B10090001_MSE.dat | 5 | -5.286 | 2887688 | 1011000001000000001000
6273 | Int350_2_B10100001_MSE.dat | 5 | -5.550 | 2887688 | 1011000001000000001000
6274 | Int350_2_B10110001_MSE.dat | 5 | -5.603 | 2887688 | 1011000001000000001000
6275 | Int350_2_B10120001_MSE.dat | 3 | -3.611 | 2359304 | 1001000000000000001000
6276 | Int350_2_B10130001_MSE.dat | 3 | -3.673 | 2621448 | 1010000000000000001000
6277 | Int350_2_B10140001_MSE.dat | 2 | -2.470 | 524296 | 10000000000000001000
6278 | Int350_2_B10150001_MSE.dat | 2 | -2.490 | 524296 | 10000000000000001000
6279 | Int350_2_B10160001_MSE.dat | 4 | -4.255 | 2625544 | 1010000001000000001000
6280 | Int350_2_B10170001_MSE.dat | 3 | -3.181 | 528392 | 10000001000000001000
6281 | Int350_2_B10180001_MSE.dat | 0 | 0.000 | 0 | 0
6282 | Int350_2_B10190001_MSE.dat | 0 | 0.000 | 0 | 0
6283 | Int350_2_B10200001_MSE.dat | 0 | 0.000 | 0 | 0
6284 | Int350_2_B10210001_MSE.dat | 0 | 0.000 | 0 | 0
6285 | Int350_2_B10220001_MSE.dat | 0 | 0.000 | 0 | 0
6286 | Int350_2_B10230001_MSE.dat | 0 | 0.000 | 0 | 0
6287 | Int350_2_B10240001_MSE.dat | 0 | 0.000 | 0 | 0
6288 | Int350_2_B10250001_MSE.dat | 1 | -0.877 | 16 | 10000
6289 | Int350_2_B10260001_MSE.dat | 2 | -1.768 | 2097168 | 1000000000000000010000
6290 | Int350_2_B10270001_MSE.dat | 3 | -2.773 | 2129936 | 1000001000000000010000
6291 | Int350_2_B10280001_MSE.dat | 3 | -2.802 | 2129936 | 1000001000000000010000
6292 | Int350_2_B10290001_MSE.dat | 3 | -2.768 | 2097680 | 1000000000001000010000
6293 | Int350_2_B10300001_MSE.dat | 4 | -3.530 | 2130448 | 1000001000001000010000
6294 | Int350_2_B10310001_MSE.dat | 4 | -3.936 | 2130448 | 1000001000001000010000
6295 | Int350_2_B10320001_MSE.dat | 2 | -2.135 | 528 | 1000010000
6296 | Int350_2_B10330001_MSE.dat | 1 | -0.979 | 512 | 1000000000
6297 | Int350_2_B10340001_MSE.dat | 1 | -1.054 | 512 | 1000000000
6298 | Int350_2_B10350001_MSE.dat | 1 | -0.967 | 512 | 1000000000
6299 | Int350_2_B10360001_MSE.dat | 1 | -0.872 | 512 | 1000000000
6300 | Int350_2_B10370001_MSE.dat | 0 | 0.000 | 0 | 0
6301 | Int350_2_B10380001_MSE.dat | 0 | 0.000 | 0 | 0
6302 | Int350_2_B10390001_MSE.dat | 0 | 0.000 | 0 | 0
6303 | Int350_2_B10400001_MSE.dat | 1 | -0.907 | 4096 | 1000000000000
6304 | Int350_2_B10410001_MSE.dat | 1 | -1.047 | 4096 | 1000000000000
6305 | Int350_2_B10420001_MSE.dat | 1 | -1.111 | 4096 | 1000000000000
6306 | Int350_2_B10430001_MSE.dat | 2 | -2.139 | 2101248 | 1000000001000000000000
6307 | Int350_2_B10440001_MSE.dat | 2 | -2.204 | 2101248 | 1000000001000000000000
6308 | Int350_2_B10450001_MSE.dat | 3 | -3.462 | 2103296 | 1000000001100000000000
6309 | Int350_2_B10460001_MSE.dat | 3 | -3.344 | 2103296 | 1000000001100000000000
6310 | Int350_2_B10470001_MSE.dat | 3 | -3.199 | 2103296 | 1000000001100000000000
6311 | Int350_2_B10480001_MSE.dat | 2 | -2.124 | 2099200 | 1000000000100000000000
6312 | Int350_2_B10490001_MSE.dat | 2 | -2.300 | 2099200 | 1000000000100000000000
6313 | Int350_2_B10500001_MSE.dat | 2 | -2.292 | 2099200 | 1000000000100000000000
6314 | Int350_2_B10510001_MSE.dat | 2 | -2.424 | 2099200 | 1000000000100000000000
6315 | Int350_2_B10520001_MSE.dat | 3 | -3.589 | 2103296 | 1000000001100000000000
6316 | Int350_2_B10530001_MSE.dat | 3 | -3.830 | 2103296 | 1000000001100000000000
6317 | Int350_2_B10540001_MSE.dat | 3 | -3.706 | 2103296 | 1000000001100000000000
6318 | Int350_2_B10550001_MSE.dat | 3 | -3.683 | 2103296 | 1000000001100000000000
6319 | Int350_2_B10560001_MSE.dat | 3 | -4.325 | 6152 | 1100000001000
6320 | Int350_2_B10570001_MSE.dat | 2 | -2.982 | 6144 | 1100000000000
6321 | Int350_2_B10580001_MSE.dat | 3 | -3.825 | 2103296 | 1000000001100000000000
6322 | Int350_2_B10590001_MSE.dat | 2 | -2.416 | 6144 | 1100000000000
6323 | Int350_2_B10600001_MSE.dat | 2 | -2.853 | 6144 | 1100000000000
6324 | Int350_2_B10610001_MSE.dat | 3 | -3.497 | 6272 | 1100010000000
6325 | Int350_2_B10620001_MSE.dat | 2 | -2.325 | 2176 | 100010000000
6326 | Int350_2_B10630001_MSE.dat | 1 | -1.041 | 128 | 10000000
6327 | Int350_2_B10640001_MSE.dat | 2 | -1.977 | 4224 | 1000010000000
6328 | Int350_2_B10650001_MSE.dat | 2 | -1.955 | 4224 | 1000010000000
6329 | Int350_2_B10660001_MSE.dat | 2 | -1.881 | 4224 | 1000010000000
6330 | Int350_2_B10670001_MSE.dat | 2 | -1.983 | 4224 | 1000010000000
6331 | Int350_2_B10680001_MSE.dat | 2 | -1.959 | 4224 | 1000010000000
6332 | Int350_2_B10690001_MSE.dat | 2 | -2.145 | 4224 | 1000010000000
6333 | Int350_2_B10700001_MSE.dat | 3 | -3.020 | 6272 | 1100010000000
6334 | Int350_2_B10710001_MSE.dat | 3 | -2.976 | 6272 | 1100010000000
6335 | Int350_2_B10720001_MSE.dat | 2 | -2.193 | 6144 | 1100000000000
6336 | Int350_2_B10730001_MSE.dat | 2 | -2.405 | 6144 | 1100000000000
6337 | Int350_2_B10740001_MSE.dat | 2 | -2.479 | 6144 | 1100000000000
6338 | Int350_2_B10750001_MSE.dat | 2 | -2.493 | 6144 | 1100000000000
6339 | Int350_2_B10760001_MSE.dat | 2 | -2.658 | 6144 | 1100000000000
6340 | Int350_2_B10770001_MSE.dat | 3 | -3.559 | 6152 | 1100000001000
6341 | Int350_2_B10780001_MSE.dat | 3 | -3.614 | 6152 | 1100000001000
6342 | Int350_2_B10790001_MSE.dat | 4 | -4.680 | 2103304 | 1000000001100000001000
6343 | Int350_2_B10800001_MSE.dat | 2 | -2.827 | 6144 | 1100000000000
6344 | Int350_2_B10810001_MSE.dat | 3 | -3.743 | 2103296 | 1000000001100000000000
6345 | Int350_2_B10820001_MSE.dat | 5 | -5.517 | 2201600 | 1000011001100000000000
6346 | Int350_2_B10830001_MSE.dat | 6 | -6.472 | 2136328 | 1000001001100100001000
6347 | Int350_2_B10840001_MSE.dat | 7 | -7.339 | 2201864 | 1000011001100100001000
6348 | Int350_2_B10850001_MSE.dat | 7 | -7.601 | 2201864 | 1000011001100100001000
